 listing_id |                           name                            |              city              |                                 avatar                                 |    owner    | ownertype | guests | beds | rooms | baths | responserate |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                                                                                                                                                    amenities                                                                                                                                                                     |                                       rules                                        |                                   cancellation                                   |                                       related1                                       |                                      related2                                      |                                      related3                                      |      location      |                                          nearbycities                                          
         54 | Relax on the Deck of a Bright Eixample Apartment          | Westwood                       | https://s3.amazonaws.com/uifaces/faces/twitter/mufaddal_mw/128.jpg     | Arne        | none      |      6 |    1 |     4 |     1 |           71 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | Pots and pans, oil, salt and pepper Hangers Beach towels Smoke detector Bed and bath Dryer Carbon monoxide detector Beach blanket Guest access Snorkeling gear Coffee maker Washer Refrigerator Coffee maker Separate street or building entrance                                                                                                | Consectetur voluptatem pariatur temporibus iste aut eum sint voluptatem.           | Iure quos sapiente vel qui sapiente.                                             | Ut error est soluta ducimus nostrum velit officiis officiis.                         | Quam adipisci praesentium et quaerat tenetur.                                      | Ea autem deserunt itaque quaerat et.                                               | -42.0568,-75.8579  | Westwood,Westwood,Oakland,Austin,Westwood
         63 | Cute Quirky Garden apt, NYC adjacent                      | Austin                         | https://s3.amazonaws.com/uifaces/faces/twitter/richwild/128.jpg        | Rosalee     | Verified  |      5 |    2 |     1 |     2 |           55 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Hangers BBQ grill Beach blanket Private entrance Wifi Microwave Carbon monoxide detector Hair dryer Cable TV Beach blanket Kitchen Hair dryer Wifi Hangers Free parking on premises                                                                                                                                                              | Officiis at expedita tempora molestiae.                                            | Quidem laborum quibusdam praesentium occaecati nihil fuga similique incidunt.    | Error et aut.                                                                        | Porro similique a qui.                                                             | Ut animi dolores error dolor.                                                      | -37.5590,-10.7429  | Austin,Tokyo,Barcelona,Oakland,Westwood
         74 | Brownstone Studio                                         | New York                       | https://s3.amazonaws.com/uifaces/faces/twitter/okansurreel/128.jpg     | Lavern      | none      |      1 |    4 |     1 |     3 |           87 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Washer Snorkeling gear Hangers Stove TV Bed and bath Space where guests can cook their own meals Guest access Kitchen Dryer Refrigerator Beach essentials Guest access TV Towels, bed sheets, soap, and toilet paper                                                                                                                             | Dolorem earum ad voluptatem dolor qui possimus maxime tempore delectus.            | In quia fugit id perferendis omnis dolorem maiores.                              | Consequatur amet cupiditate cupiditate commodi.                                      | Qui sunt laudantium.                                                               | Id ut voluptatibus quasi aut sed.                                                  | -8.3513,-127.8406  | Honolulu,Barcelona,Westwood,Oakland,Oakland
         83 | Brownstone Studio                                         | Westwood                       | https://s3.amazonaws.com/uifaces/faces/twitter/hellofeverrrr/128.jpg   | Mathew      | Plus      |      4 |    5 |     1 |     2 |           42 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Beachfront Heating Refrigerator Hot water TV Cooking basics Central heating or a heater in the listing Hangers First aid kit Cable TV Beach towels Towels, bed sheets, soap, and toilet paper Dishwasher Guest access Hot water                                                                                                                  | Sed beatae voluptas dolores hic.                                                   | Blanditiis repellendus similique sit consequuntur eum et at nam.                 | Cupiditate fugiat reprehenderit aut sunt eum facilis porro.                          | Quaerat modi sed aut pariatur ut.                                                  | Temporibus voluptas autem repellat aliquam hic sed enim.                           | -83.1106,73.4259   | San Diego,Westwood,Tokyo,Oakland,San Diego
         94 | Stroll to Sagrada Familia from a Sunlit Apartment         | Oakland                        | https://s3.amazonaws.com/uifaces/faces/twitter/blakehawksworth/128.jpg | Hugh        | Verified  |      5 |    5 |     2 |     3 |           97 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Free parking on premises Dishwasher Smoke detector Space where guests can cook their own meals Essentials Towels, bed sheets, soap, and toilet paper Hangers Wifi Washer Beach blanket Pots and pans, oil, salt and pepper Coffee maker Separate street or building entrance BBQ grill Hair dryer                                                | Consequatur nulla voluptas deserunt minima quasi.                                  | Est consequatur quia quaerat ea.                                                 | Aut autem aut quasi officiis eveniet.                                                | Sunt ratione est rerum quia ipsam aut eum et.                                      | Laboriosam minus officiis inventore maxime et.                                     | 38.1946,-161.9594  | Westwood,Tokyo,Oakland,San Diego,San Diego
         97 | Vintage Concept Flat in Chic Neighbourhood                | Barcelona                      | https://s3.amazonaws.com/uifaces/faces/twitter/madcampos/128.jpg       | Jedidiah    | none      |      4 |    1 |     4 |     2 |           82 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Kitchen Coffee maker Cooking basics Washer Microwave Free parking on premises Towels, bed sheets, soap, and toilet paper Separate street or building entrance Cable TV Coffee maker Beach towels Outdoor Iron Central heating or a heater in the listing Private entrance                                                                        | Molestiae veniam sit voluptatum vitae et ducimus.                                  | Corrupti veniam quia illum fuga ad sit vitae.                                    | Necessitatibus aliquam neque ipsum ea.                                               | Impedit nemo culpa sit ducimus quibusdam ut.                                       | Sit ad ex asperiores quae deleniti.                                                | -31.5130,-90.0691  | Tokyo,New York,San Diego,Austin,Westwood
         59 | Lake Almanor Lake Front Retreat                           | Honolulu                       | https://s3.amazonaws.com/uifaces/faces/twitter/calebogden/128.jpg      | Josiane     | Plus      |      2 |    4 |     1 |     2 |           49 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | Beach towels Heating Towels, bed sheets, soap, and toilet paper Dining Washer Cooking basics Space where guests can cook their own meals Hair dryer Dining Lake access Fire extinguisher Coffee maker Beach blanket Umbrella Bed and bath                                                                                                        | Rem qui totam unde laborum delectus qui quod.                                      | Eveniet minima dicta et.                                                         | Quisquam ipsum unde est est ea quia.                                                 | Eos cupiditate ut et autem aspernatur beatae ducimus.                              | Dignissimos rerum dolorem minus minus fugiat neque voluptatibus deserunt quos.     | -47.2857,135.8345  | San Diego,San Francisco,Oakland,Punta Cana, Dominican Republic,Tokyo
         72 | The Cabin                                                 | New York                       | https://s3.amazonaws.com/uifaces/faces/twitter/thedamianhdez/128.jpg   | Clair       | Verified  |      6 |    2 |     3 |     2 |           66 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Beach towels Beach towels Hair dryer Cable TV Central heating or a heater in the listing Essentials BBQ grill Beach towels Snorkeling gear Free parking on premises Towels, bed sheets, soap, and toilet paper Smoke detector Lake access Hair dryer Lake access                                                                                 | Praesentium repudiandae esse soluta magni optio vitae iure consequuntur quo.       | Quia dolor molestias.                                                            | Sint provident sed ab architecto non sed in.                                         | Similique ad iusto itaque delectus voluptas quo dolorem natus consequatur.         | Ut ut ducimus eaque doloribus quidem nam.                                          | 82.3339,-15.2001   | Austin,Barcelona,Barcelona,New York,San Diego
         81 | Lake Almanor Lake Front Retreat                           | Austin                         | https://s3.amazonaws.com/uifaces/faces/twitter/jomarmen/128.jpg        | Ezequiel    | Plus      |      6 |    3 |     2 |     2 |           46 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | Space where guests can cook their own meals Coffee maker Smoke detector Separate street or building entrance Snorkeling gear Heating BBQ grill Microwave Beach essentials Microwave Coffee maker Wifi Kitchen Separate street or building entrance Towels, bed sheets, soap, and toilet paper                                                    | Est assumenda amet accusantium.                                                    | Ut nemo neque blanditiis velit aliquid dicta est aperiam.                        | Molestiae iusto quia nam.                                                            | Vel eius iusto ut quam quos.                                                       | Iure quasi illo sint repudiandae quia vel.                                         | 30.0023,-29.2115   | New York,Austin,San Diego,Barcelona,Punta Cana, Dominican Republic
         88 | Bedford Loft, Williamsburg Prime                          | San Francisco                  | https://s3.amazonaws.com/uifaces/faces/twitter/karthipanraj/128.jpg    | Destini     | Plus      |      6 |    4 |     4 |     2 |           38 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Carbon monoxide detector Beach essentials Fire extinguisher Beachfront Hot water Beach blanket Safety features Coffee maker Hair dryer Carbon monoxide detector Hot water Cable TV TV Bed and bath Hangers                                                                                                                                       | Ut iste quis totam omnis deserunt in facere et.                                    | Voluptas perferendis eveniet dolore.                                             | Praesentium tempora at optio.                                                        | Labore voluptatem est consequatur ea consequatur.                                  | Nulla aliquid illum asperiores iusto expedita numquam sunt et.                     | 52.8584,171.8720   | San Francisco,Austin,San Diego,San Diego,Honolulu
         95 | Studio Apartment Minutes Away from Downtown               | Honolulu                       | https://s3.amazonaws.com/uifaces/faces/twitter/motionthinks/128.jpg    | Zula        | none      |      2 |    1 |     2 |     2 |           73 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Refrigerator Separate street or building entrance Beach blanket Separate street or building entrance Safety features Dishes and silverware Space where guests can cook their own meals TV Hair dryer Beach towels Umbrella Iron Separate street or building entrance Wifi Microwave                                                              | Quia fuga velit vitae sint.                                                        | Autem voluptas culpa et.                                                         | Qui cupiditate nostrum ut occaecati.                                                 | Fugiat ratione sunt aliquid consectetur.                                           | Nulla at voluptatem.                                                               | 49.2063,-71.9518   | Tokyo,Oakland,Oakland,San Diego,San Diego
         71 | Beachfront Villa Near Boardwalk                           | Austin                         | https://s3.amazonaws.com/uifaces/faces/twitter/rtyukmaev/128.jpg       | Claudia     | none      |      3 |    3 |     4 |     3 |           95 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Washer Outdoor Carbon monoxide detector Heating Wifi Bed and bath Dryer Hair dryer Outdoor Fire extinguisher Dishes and silverware Beach towels Pots and pans, oil, salt and pepper Fire extinguisher Refrigerator                                                                                                                               | Animi tempora tempora.                                                             | Architecto asperiores omnis.                                                     | Est natus labore quia autem doloremque laboriosam.                                   | Earum et tenetur voluptatem aliquam in sed.                                        | Et qui ipsam.                                                                      | -15.6990,89.3159   | Westwood,Tokyo,New York,Tokyo,San Francisco
         80 | Beachfront Villa Near Boardwalk                           | San Diego                      | https://s3.amazonaws.com/uifaces/faces/twitter/jqiuss/128.jpg          | Frederique  | Plus      |      3 |    2 |     2 |     1 |           46 | The space. Una habitación doble en un apartamento tranquilo situada en un edificio histórico que data de la época medieval. A pocos metros se situan el Museo Picasso, boutiques independientes, galerías de arte, talleres de artistas y gran número de edificios representativos de Barcelona. Todo ello en la zona del Borne conocido por la gran cantidad de bares y restaurantes de moda que contiene.Cuando el clima lo permita se puede disfrutar en la terraza privada, que por supuesto estará a disposición de los huéspedes durante su estancia, resulta un lugar ideal para leer un libro o tomar una copa de vino después de un día de turismo.Varias estaciones de metro y paradas de autobuses están muy cerca, sin embargo la mayoría de las atracciones turísticas se encuentran a corta distancia, la catedral, Santa Maria del Mar, las playas y las Ramblas se encuentran a menos de 10 minutos.El Vaixell de papel (El barco de papel) - quiere significar algo tan frágil y al mismo tiempo capaz de una gran fortaleza!Other things to notePlease note that there will be a €40 charge payable in cash for check-ins later than 23:00pm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | Kitchen Lake access Free parking on premises Stove Space where guests can cook their own meals Extra pillows and blankets TV Extra pillows and blankets Pots and pans, oil, salt and pepper Smoke detector Umbrella Iron Hair dryer Dishwasher Beach towels                                                                                      | Ea consequatur natus culpa vel deleniti mollitia.                                  | Numquam explicabo iure nobis ut rerum eligendi et amet qui.                      | Iste dignissimos aut hic.                                                            | Ex totam voluptas recusandae asperiores id.                                        | Asperiores excepturi nulla sit rem suscipit adipisci.                              | 83.4443,-59.5506   | San Diego,Oakland,Honolulu,San Diego,New York
         87 | Lake Almanor Lake Front Retreat                           | Honolulu                       | https://s3.amazonaws.com/uifaces/faces/twitter/joaoedumedeiros/128.jpg | Asia        | none      |      6 |    6 |     2 |     3 |           85 | This is a quaint cabin tucked in the trees on the east shore of Lake Almanor. The warm, shallow water makes it perfect for little ones to play or hook up to a bouy to just float. Can hook a boat to the outter bouy as well. Beach is used only by neighbors so it’s quiet. There’s also a picnic table and fire pit for s’mores. Town of Chester is 10 minutes away with shops, dining, rentals, parks and soft swirl ice cream, a must! A couple hiking trails are out front door and across the street.  The spaceThe main living area is cozy and there’s a family size picnic table perfect for meals or family games. Two bedrooms off kitchen with full bath and laundry facilities. Upstairs is a loft with small library and a curtained off queen bed with half bath. Our deck is large and the perfect spot for a glass of wine or beer while you BBQ and watch the sunset over Mt. Lassen, we’re 100 feet from lakes edge. Once the sun goes down there’s string lights and a fire top table with comfortable chairs to enjoy the cool evening air. The kitchen is fully stocked with cooking utensils and plastic ware for kids. The house comfortably sleeps 6 but there’s a pull out couch for 2 more and space in the loft for an air mattress. You can also pitch a tent in front of the deck for more sleeping space. We also offer beach towels, chairs, loungers, umbrellas, two kayaks and a paddle boat for your enjoyment.Interaction with guests. We are available by phone to answer any questions but have the most fabulous neighbors who are extremely friendly and full of great information.                  | Beach blanket Dryer Umbrella Smoke detector Private entrance Heating Safety features Wifi Pots and pans, oil, salt and pepper Coffee maker Snorkeling gear Bed linens Extra pillows and blankets Beach essentials Heating                                                                                                                        | Harum quia ad in.                                                                  | Voluptatem corrupti distinctio ex cumque.                                        | A aut ab error.                                                                      | Adipisci quo et quia numquam suscipit id officia sunt.                             | Numquam nihil vel.                                                                 | -84.0845,-39.7468  | Austin,Barcelona,Punta Cana, Dominican Republic,San Diego,Punta Cana, Dominican Republic
         75 | Cute Quirky Garden apt, NYC adjacent                      | Tokyo                          | https://s3.amazonaws.com/uifaces/faces/twitter/shalt0ni/128.jpg        | Lorena      | Plus      |      3 |    3 |     2 |     3 |           17 | Prime location with parking. Walking distance to UCLA. Minutes from Santa Monica, Venice, Hollywood and other tourist attractions. Full kitchen with appliances, A/C unit, and Wi-Fi.The spaceIf you are visiting Los Angeles and looking to be in a prime location within close proximity to the citys touristic attractions and famous beaches, my renovated studio in the heart of Westwood is the choice for you.My unit is on the third (top floor) of the building so there is a beautiful skyline view from the three large windows. These windows bring lots of bright natural light, but if you choose to cover them each window has a retractable shade. There is also a skylight in the kitchen and bathroom ceilings for more natural light.I have a queen sized bed (med-firm foam mattress) which sleeps two people comfortably. If you have a third guest, I can also provide an extra single sleeper bed upon request.There is a full kitchen complete with stainless steel appliances, dish ware and utensils if you would like to prepare your own meals.There is also a medium sized desk and wi-fi available for use if you need to get any work done during your stay.I have an in-unit AC/Heater, but you are welcome to open the windows if you wish.I provide one assigned parking space. The space may be tight for larger vehicles.The UCLA campus is 1.1 miles away- 6 to 7 minute car ride- 8 minute bike ride- 18 minute UCLA Blue Bus ride- 25 minute walkGuest accessGuests will be able to utilize the entire studio apartment privately.Interaction with guestsPlease feel free to shoot me a message prior. | Dishes and silverware Hair dryer Private entrance Snorkeling gear Iron Bed linens Safety features Hangers Space where guests can cook their own meals Dining Kitchen BBQ grill Dishes and silverware Safety features Carbon monoxide detector                                                                                                    | Repellendus est aliquam nemo explicabo.                                            | Similique nihil magni dicta praesentium natus nam nostrum mollitia perspiciatis. | Exercitationem aut aspernatur.                                                       | Id ipsum consectetur fugiat necessitatibus.                                        | Illum sapiente modi aut voluptatem voluptatem.                                     | 34.7677,-62.1776   | San Francisco,Westwood,Barcelona,Punta Cana, Dominican Republic,San Diego
